#{"t_start": 1634650551.3371167, "env_id": "dmc_walker_walk_78910-v1"}
r,l,t
60.517462,1000,42.317909
71.48314,1000,101.492309
89.34438,1000,160.68696
117.541885,1000,219.688118
199.864603,1000,278.639446
194.528353,1000,337.42131
219.568982,1000,396.827052
288.809738,1000,456.022888
258.870664,1000,515.12148
465.462121,1000,574.328633
338.854126,1000,633.675929
422.200764,1000,692.801808
385.043569,1000,751.896325
542.442355,1000,811.055944
581.455075,1000,870.342082
551.46932,1000,929.618371
617.321212,1000,988.740885
628.042089,1000,1047.480489
709.508941,1000,1106.577086
710.824795,1000,1165.846225
677.671493,1000,1225.128365
676.336713,1000,1288.637466
704.028336,1000,1352.224932
742.927542,1000,1411.361163
713.12348,1000,1470.987895
837.020981,1000,1530.089122
703.015868,1000,1589.217058
802.307581,1000,1648.196637
907.221472,1000,1707.437561
791.405062,1000,1766.730124
850.93325,1000,1825.951337
858.021974,1000,1885.099681
859.440103,1000,1944.520316
866.392488,1000,2003.844843
922.599771,1000,2062.856692
858.228636,1000,2121.957681
893.993419,1000,2181.310293
780.795235,1000,2240.770654
863.109212,1000,2300.410244
943.389712,1000,2359.753181
874.364125,1000,2419.154488
833.202285,1000,2478.425534
870.611967,1000,2537.396258
922.62506,1000,2596.865235
828.214107,1000,2656.005197
919.503229,1000,2715.322003
905.53065,1000,2774.673256
887.168339,1000,2833.374323
837.419406,1000,2892.800228
961.636308,1000,2952.01916
954.241276,1000,3011.100178
855.336872,1000,3070.722804
897.088467,1000,3130.098268
941.772263,1000,3189.726897
917.47372,1000,3249.26535
919.9233,1000,3308.681978
864.17217,1000,3367.913875
888.813311,1000,3427.081763
887.380311,1000,3486.566303
940.259443,1000,3545.809382
869.066513,1000,3605.044588
926.513316,1000,3664.511254
903.966877,1000,3723.83974
861.495682,1000,3783.365547
878.522635,1000,3842.969491
924.672188,1000,3902.523084
840.297028,1000,3961.918877
897.549878,1000,4021.400603
882.365723,1000,4080.568114
925.678489,1000,4139.515828
925.520195,1000,4198.907145
925.933943,1000,4258.207218
893.649354,1000,4317.723534
920.068712,1000,4377.302465
932.517808,1000,4436.986899
778.676782,1000,4496.523459
840.900962,1000,4556.132969
910.931146,1000,4615.640361
866.268879,1000,4674.939144
881.055082,1000,4734.34818
857.329714,1000,4793.646671
918.201089,1000,4853.207973
944.846654,1000,4912.276618
908.892211,1000,4971.768547
975.477945,1000,5031.069473
754.079591,1000,5090.272583
861.717669,1000,5149.716696
934.644029,1000,5209.260039
948.349071,1000,5268.429542
924.555513,1000,5327.629339
890.066083,1000,5386.997121
892.965869,1000,5445.987771
809.437849,1000,5505.283244
951.883486,1000,5564.303393
916.415687,1000,5623.73735
882.181154,1000,5683.197866
934.094475,1000,5742.348507
943.973957,1000,5801.661826
897.075265,1000,5861.137935
920.446912,1000,5920.432186
793.627136,1000,5979.532526
934.727065,1000,6038.920252
898.41679,1000,6098.527357
924.201177,1000,6157.812085
815.130005,1000,6216.965742
856.825,1000,6276.22815
857.280087,1000,6335.313699
967.25756,1000,6394.75187
902.311302,1000,6454.052698
919.17211,1000,6513.452698
938.36078,1000,6572.384434
808.264011,1000,6631.567725
929.135301,1000,6690.86706
965.64005,1000,6749.899227
925.699683,1000,6809.584713
802.619682,1000,6868.743541
860.746795,1000,6927.726758
831.715042,1000,6986.96907
959.671799,1000,7046.395666
709.77081,1000,7105.611749
821.150103,1000,7165.250437
976.815931,1000,7224.705702
978.663806,1000,7284.096045
950.930785,1000,7343.458706
927.908888,1000,7402.510914
