episode_reward,step,true_episode_reward
78.9191246875,32000,78.9191246875
78.9191246875,48000,78.9191246875
84.384800421875,64000,84.384800421875
84.384800421875,80000,84.384800421875
90.70002445833335,96000,90.70002445833335
90.70002445833335,112000,90.70002445833335
106.63996515000001,128000,106.63996515000001
106.63996515000001,144000,106.63996515000001
127.53138860999998,160000,127.53138860999998
127.53138860999998,176000,127.53138860999998
158.90504717,192000,158.90504717
158.90504717,208000,158.90504717
197.26568002000005,224000,197.26568002000005
197.26568002000005,240000,197.26568002000005
236.71202804,256000,236.71202804
236.71202804,272000,236.71202804
271.47482812,288000,271.47482812
271.47482812,304000,271.47482812
308.27708215,320000,308.27708215
308.27708215,336000,308.27708215
342.6301265900001,352000,342.6301265900001
342.6301265900001,368000,342.6301265900001
379.82912359999995,384000,379.82912359999995
379.82912359999995,400000,379.82912359999995
420.52606897,416000,420.52606897
420.52606897,432000,420.52606897
462.28228561000003,448000,462.28228561000003
462.28228561000003,464000,462.28228561000003
503.85855117,480000,503.85855117
503.85855117,496000,503.85855117
535.61732848,512000,535.61732848
535.61732848,528000,535.61732848
567.78469373,544000,567.78469373
567.78469373,560000,567.78469373
597.49502301,576000,597.49502301
597.49502301,592000,597.49502301
621.35858582,608000,621.35858582
621.35858582,624000,621.35858582
644.01283221,640000,644.01283221
644.01283221,656000,644.01283221
664.0089679399998,672000,664.0089679399998
664.0089679399998,688000,664.0089679399998
684.14569893,704000,684.14569893
684.14569893,720000,684.14569893
693.5333233700002,736000,693.5333233700002
693.5333233700002,752000,693.5333233700002
714.4507163700001,768000,714.4507163700001
714.4507163700001,784000,714.4507163700001
733.6307795899999,800000,733.6307795899999
733.6307795899999,816000,733.6307795899999
756.21644147,832000,756.21644147
756.21644147,848000,756.21644147
771.2488685000001,864000,771.2488685000001
771.2488685000001,880000,771.2488685000001
777.74016316,896000,777.74016316
777.74016316,912000,777.74016316
791.5320342299998,928000,791.5320342299998
791.5320342299998,944000,791.5320342299998
803.4854295700003,960000,803.4854295700003
803.4854295700003,976000,803.4854295700003
822.3164921599999,992000,822.3164921599999
822.3164921599999,1008000,822.3164921599999
832.9109275300001,1024000,832.9109275300001
832.9109275300001,1040000,832.9109275300001
841.4730080700001,1056000,841.4730080700001
841.4730080700001,1072000,841.4730080700001
848.9927898799999,1088000,848.9927898799999
848.9927898799999,1104000,848.9927898799999
857.0395037599999,1120000,857.0395037599999
857.0395037599999,1136000,857.0395037599999
861.2915545699999,1152000,861.2915545699999
861.2915545699999,1168000,861.2915545699999
869.4398111300001,1184000,869.4398111300001
869.4398111300001,1200000,869.4398111300001
869.8600375599999,1216000,869.8600375599999
869.8600375599999,1232000,869.8600375599999
878.7992230800003,1248000,878.7992230800003
878.7992230800003,1264000,878.7992230800003
884.3945610199999,1280000,884.3945610199999
884.3945610199999,1296000,884.3945610199999
886.53079087,1312000,886.53079087
886.53079087,1328000,886.53079087
884.7593985299999,1344000,884.7593985299999
884.7593985299999,1360000,884.7593985299999
884.9806262400001,1376000,884.9806262400001
884.9806262400001,1392000,884.9806262400001
882.8938770600001,1408000,882.8938770600001
882.8938770600001,1424000,882.8938770600001
886.0857813200001,1440000,886.0857813200001
886.0857813200001,1456000,886.0857813200001
885.87704844,1472000,885.87704844
885.87704844,1488000,885.87704844
888.79316519,1504000,888.79316519
888.79316519,1520000,888.79316519
887.1243427400001,1536000,887.1243427400001
887.1243427400001,1552000,887.1243427400001
884.4983133199999,1568000,884.4983133199999
884.4983133199999,1584000,884.4983133199999
879.27672228,1600000,879.27672228
879.27672228,1616000,879.27672228
875.77685329,1632000,875.77685329
875.77685329,1648000,875.77685329
877.89893708,1664000,877.89893708
