actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_entropy,critic_entropy_max,critic_entropy_min,critic_loss,critic_norm_entropy,critic_norm_entropy_max,critic_norm_entropy_min,duration,episode,episode_reward,labeled_feedback,step,total_feedback,true_episode_reward
7.153127167556618,-6.870164669863693,-12.0,1.8233227531711858,0.09516218960941494,-0.026207214832917467,18.185175344870018,158.7452951723391,13.385857023634353,0.20263358677277812,2.2843253526601703,19.894104615823405,1.681818051142497,21.56027579307556,2.0,-26.677155528814183,0.0,2000,0.0,3.695360866091106
4.883406421661377,-13.352846730232239,-12.0,1.4666468033790587,0.08677611885219813,-0.025474356967955827,18.388102363586427,193.4665196609497,13.089330028533935,0.20970898466557264,2.320191113948822,24.41880798149109,1.65212906229496,27.13451051712036,3.0,-24.24275941007545,0.0,3000,0.0,6.137197668073134
2.0172786653265358,-20.34297361755371,-12.0,1.120331698000431,0.07979741220921278,-0.026256067117676137,19.03432990074158,157.51691370010377,12.175397311210633,0.22833476881682874,2.321228437662125,19.205938577651978,1.4847645461559296,32.77730655670166,4.0,-26.111765354173258,0.0,4000,0.0,11.046487604950423
0.1931291713565588,-27.593240715026855,-12.0,0.9003276875019074,0.07379525911808014,-0.027109441861510278,19.35142731666565,135.0519245262146,11.37128168964386,0.3054505706578493,2.4069551565647127,16.787403488636016,1.414417080283165,38.21709847450256,5.0,-29.807473400394883,0.0,5000,0.0,3.92237223444016
-1.040308974482119,-34.85506416130066,-12.0,0.7477915620803833,0.06817395444214344,-0.027385748337954284,19.4650971660614,118.85992322921753,4.830422516822815,0.3958680667281151,2.5012955739498137,15.268005833625793,0.6210662235617638,43.81981086730957,6.0,-28.86383484932594,0.0,6000,0.0,9.246956405620812
-2.145744509577751,-42.241503944396975,-12.0,0.6210295806527137,0.06300568559393287,-0.02731192067824304,19.49197725868225,111.18351652145385,4.756133270740509,0.5206985606849194,2.5858493378162386,14.74911750984192,0.6313610173240304,49.3223180770874,7.0,-28.36098167608361,0.0,7000,0.0,29.07789906652041
-3.158354575395584,-49.359934368133544,-12.0,0.5147425222396851,0.058152097944170235,-0.027664492851123212,19.584690780639647,106.08396578598023,4.979969817340374,0.6276438628137112,2.672584091424942,14.475218788146973,0.6799535829126835,54.95667910575867,8.0,-26.713453600959838,0.0,8000,0.0,4.693551940639496
-4.347181240081787,-56.579287994384764,-12.0,0.4120946883559227,0.0538004825040698,-0.028008413033559918,19.580330318450926,96.33844849777222,4.511094264388085,0.6623415631353855,2.741333810567856,13.484142042160034,0.6319232828468084,60.63925623893738,9.0,-32.62467822149847,0.0,9000,0.0,208.1406410329065
-5.478645794868469,-63.758514980316164,-12.0,0.3254318255186081,0.04984829800948501,-0.028340597046539188,19.56890539932251,96.68961511993407,4.428587519347667,0.749557283103466,2.80752747964859,13.870343774318695,0.6355309349484741,66.26620244979858,10.0,-30.76852542357301,0.0,10000,0.0,3.384117205811625
7.089440295219421,-1.1734834135174752,-12.0,0.835924341917038,0.04381690904870629,-0.007699632289004512,0.0,0.0,0.0,0.035346389302052555,0.0,0.0,0.0,67.40732765197754,11.0,-30.1506965115841,0.0,11000,0.0,2.954253971629453
7.290382617473602,-1.8307980110645294,-12.0,0.7523176158666611,0.0389997597783804,-0.010124230553134111,0.0,0.0,0.0,0.009276011297479271,0.0,0.0,0.0,12.301784992218018,12.0,-29.83906097774161,100.0,12000,100.0,10.214282990312972
7.290942108154296,-2.3500567915439605,-12.0,0.6818406884670257,0.03534461018443107,-0.010769715051981621,0.0,0.0,0.0,0.008395932674407958,0.0,0.0,0.0,12.337440967559814,13.0,-26.989091219402326,100.0,13000,100.0,4.911862762686366
7.159192689418793,-2.7940947597026824,-12.0,0.6169196785092353,0.032196981428191065,-0.010862730097491294,0.0,0.0,0.0,0.009155808716546743,0.0,0.0,0.0,12.329017639160156,14.0,-16.62702740567329,100.0,14000,100.0,8.45500393909376
6.887054090499878,-3.1871771755218505,-12.0,0.5553045521378517,0.029397661412134766,-0.01011008939630119,0.0,0.0,0.0,0.01043054401408881,0.0,0.0,0.0,12.295843124389648,15.0,-6.5216779889015015,100.0,15000,100.0,12.475824433209883
6.533571580886841,-3.53803178191185,-12.0,0.4981611487269402,0.02687486161850393,-0.008129193367087282,0.0,0.0,0.0,0.009194684209767729,0.0,0.0,0.0,12.339834213256836,16.0,13.374624100055371,100.0,16000,100.0,11.00161625921091
6.128811455249786,-3.8488480648994448,-12.0,0.44579313465952874,0.024586333049461246,-0.006272003345773556,0.0,0.0,0.0,0.010074382624123246,0.0,0.0,0.0,12.338316202163696,17.0,21.095326758237206,100.0,17000,100.0,8.101594100598282
5.705566886425018,-4.116242525100708,-12.0,0.3984848846197128,0.02250203835591674,-0.004581792737590149,0.0,0.0,0.0,0.015691505977883935,0.0,0.0,0.0,12.353410243988037,18.0,19.217970895212304,100.0,18000,100.0,8.71507863921927
