#{"t_start": 1634643108.071465, "env_id": "dmc_walker_walk_67893-v1"}
r,l,t
87.786687,1000,42.289701
71.317393,1000,101.718119
139.415275,1000,160.783206
149.456638,1000,220.319285
173.848673,1000,279.765475
230.38681,1000,339.393631
201.342677,1000,398.873882
262.629889,1000,458.166642
241.715647,1000,517.662173
301.566932,1000,576.789052
478.384399,1000,636.416744
386.257495,1000,695.803542
469.028178,1000,755.394764
419.911537,1000,814.870311
539.085254,1000,874.34461
565.356738,1000,933.500789
663.093248,1000,992.705765
591.195195,1000,1052.336651
706.889709,1000,1112.030623
657.132197,1000,1171.732048
640.088334,1000,1231.040706
705.540378,1000,1290.377817
705.219764,1000,1349.710983
679.001222,1000,1409.153306
809.177743,1000,1468.673573
702.04712,1000,1528.070315
720.569753,1000,1587.678047
761.952244,1000,1647.098621
721.782481,1000,1706.433254
900.775636,1000,1766.035924
790.426337,1000,1825.618842
897.265862,1000,1884.843583
743.642437,1000,1944.113314
724.986444,1000,2003.702884
873.287558,1000,2063.463157
860.584065,1000,2123.091928
859.681705,1000,2182.708742
850.468184,1000,2242.178708
870.52025,1000,2302.039954
901.457232,1000,2361.425031
884.875514,1000,2420.86876
946.567288,1000,2480.374327
873.721748,1000,2540.025598
792.031075,1000,2599.433438
875.483243,1000,2658.895145
844.726589,1000,2718.128249
848.412483,1000,2777.40101
884.247487,1000,2836.747225
914.770162,1000,2896.473696
921.018303,1000,2956.194067
916.030404,1000,3015.599552
871.138842,1000,3075.411257
911.610971,1000,3135.015069
895.882739,1000,3194.546763
921.380938,1000,3254.111131
950.854966,1000,3313.837737
956.939238,1000,3373.097849
869.998688,1000,3432.959467
921.76486,1000,3492.363856
805.847533,1000,3551.730493
923.942176,1000,3611.449558
892.670094,1000,3670.943963
893.389518,1000,3730.361193
957.392657,1000,3789.898148
880.517308,1000,3849.56383
897.442163,1000,3909.238805
834.561296,1000,3968.748369
852.94494,1000,4028.183642
883.275367,1000,4087.655929
899.651767,1000,4147.151912
951.085593,1000,4206.391372
927.439765,1000,4265.681064
918.411824,1000,4324.994767
863.705442,1000,4384.553377
914.522526,1000,4444.440684
818.425857,1000,4503.990006
840.176658,1000,4563.700727
888.180486,1000,4622.965997
780.417334,1000,4682.321281
929.055781,1000,4742.063929
915.907121,1000,4801.646768
914.395475,1000,4861.329847
843.624961,1000,4920.857482
947.103541,1000,4980.015988
930.24321,1000,5039.874629
918.613932,1000,5099.264011
877.586075,1000,5159.050523
932.939747,1000,5218.823544
951.770768,1000,5278.141364
924.083768,1000,5337.704209
920.277559,1000,5397.055607
909.853357,1000,5456.385609
885.877981,1000,5515.745124
906.125541,1000,5575.350244
933.640533,1000,5634.661677
829.419947,1000,5694.322086
889.873475,1000,5753.747017
945.218013,1000,5813.210716
815.907065,1000,5872.829172
930.530748,1000,5932.562283
893.266841,1000,5991.822565
809.670827,1000,6050.968557
796.70469,1000,6110.224364
934.017575,1000,6169.749139
887.593854,1000,6229.30988
907.497645,1000,6288.703452
916.229347,1000,6348.378232
899.655254,1000,6408.059399
895.231398,1000,6467.177524
917.252592,1000,6526.371575
905.670193,1000,6585.906163
859.544169,1000,6645.280212
873.777459,1000,6705.103192
891.443662,1000,6764.641378
845.731589,1000,6824.096681
923.552593,1000,6883.519511
894.679444,1000,6942.985079
919.543963,1000,7002.64786
922.177895,1000,7062.362402
788.752741,1000,7122.389415
957.820275,1000,7181.946844
972.283766,1000,7241.494466
924.871649,1000,7301.23402
892.07818,1000,7360.503706
870.863604,1000,7420.031572
