#{"t_start": 1635795741.88689, "env_id": "dmc_walker_walk_51243-v1"}
r,l,t
112.625591,1000,432.785558
74.268316,1000,1004.992521
107.264506,1000,1347.173913
155.859522,1000,1700.844574
113.76101,1000,2043.259409
211.57098,1000,2393.546191
190.206653,1000,2747.475867
260.817359,1000,3098.234156
278.784699,1000,3459.782017
318.926623,1000,3821.179341
256.247976,1000,4176.344805
465.652254,1000,4522.375284
381.699354,1000,4859.669723
404.352249,1000,5201.580479
460.585233,1000,5554.179233
458.052665,1000,5891.432387
528.838761,1000,6236.147395
449.715725,1000,6573.93728
464.368587,1000,6916.343977
371.857048,1000,7268.072953
513.829789,1000,7605.339684
460.366303,1000,7951.295064
464.460266,1000,8291.828859
466.714536,1000,8633.895025
456.693848,1000,8983.582648
