#{"t_start": 1635795743.3951442, "env_id": "dmc_walker_walk_51254-v1"}
r,l,t
68.384212,1000,431.292807
82.961244,1000,1003.499611
116.154991,1000,1345.680498
91.401338,1000,1699.351525
201.201732,1000,2041.766017
187.305271,1000,2392.053444
231.435466,1000,2745.982167
226.345986,1000,3096.740864
270.122622,1000,3458.289437
302.266469,1000,3819.686833
292.147867,1000,4174.851767
331.12065,1000,4520.881817
441.766224,1000,4858.176265
451.711775,1000,5200.090241
523.232033,1000,5552.68573
441.111001,1000,5889.939504
489.841189,1000,6234.654743
448.221341,1000,6572.44396
510.254012,1000,6914.850973
438.489633,1000,7266.580086
521.402171,1000,7603.845798
