#{"t_start": 1635795740.7883651, "env_id": "dmc_walker_walk_51235-v1"}
r,l,t
99.492456,1000,433.872897
75.280575,1000,1006.080333
155.279345,1000,1348.261518
97.751378,1000,1701.931812
134.71632,1000,2044.347131
163.643298,1000,2394.633123
173.617689,1000,2748.562966
253.012557,1000,3099.321867
289.405454,1000,3460.868587
353.159299,1000,3822.266875
373.208075,1000,4177.431603
335.755191,1000,4523.463039
399.179882,1000,4860.756665
443.152718,1000,5202.667876
458.305456,1000,5555.266073
386.365033,1000,5892.51991
501.305267,1000,6237.234123
444.561109,1000,6575.024915
434.461107,1000,6917.431102
543.153696,1000,7269.160254
