#{"t_start": 1635795743.9471796, "env_id": "dmc_walker_walk_51258-v1"}
r,l,t
82.714033,1000,430.746457
89.035303,1000,1002.952919
116.393247,1000,1345.134001
127.489822,1000,1698.804832
111.281891,1000,2041.219313
197.008765,1000,2391.507425
265.703452,1000,2745.435391
244.575027,1000,3096.194089
254.093352,1000,3457.743225
299.297406,1000,3819.140205
438.103347,1000,4174.305454
352.630725,1000,4520.335216
492.218336,1000,4857.629585
391.349697,1000,5199.545547
420.134092,1000,5552.138961
402.06215,1000,5889.392847
467.361079,1000,6234.108231
469.941171,1000,6571.897266
422.176451,1000,6914.304373
495.918614,1000,7266.033437
425.754601,1000,7603.29914
