#{"t_start": 1635795743.8090906, "env_id": "dmc_walker_walk_51257-v1"}
r,l,t
73.107069,1000,430.883041
88.118721,1000,1003.089656
136.129197,1000,1345.270764
92.02958,1000,1698.941528
95.732169,1000,2041.356046
232.355374,1000,2391.64367
249.568607,1000,2745.572183
251.005283,1000,3096.330836
312.610641,1000,3457.879869
333.418749,1000,3819.276906
211.26582,1000,4174.442113
439.253917,1000,4520.471969
456.303547,1000,4857.766313
446.232193,1000,5199.68185
362.74164,1000,5552.275713
422.794795,1000,5889.529566
496.019137,1000,6234.244941
533.493376,1000,6572.034041
484.765838,1000,6914.441084
503.492836,1000,7266.170206
451.17827,1000,7603.435913
