#{"t_start": 1635795741.2000394, "env_id": "dmc_walker_walk_51238-v1"}
r,l,t
88.387339,1000,433.465348
105.010512,1000,1005.672699
100.182362,1000,1347.854062
50.915637,1000,1701.524223
105.551511,1000,2043.939568
166.31356,1000,2394.22569
219.021079,1000,2748.155877
276.654167,1000,3098.914259
216.412133,1000,3460.461228
298.543324,1000,3821.859355
321.608127,1000,4177.024802
429.456206,1000,4523.055389
338.974322,1000,4860.349065
433.641553,1000,5202.260328
451.679196,1000,5554.85855
464.308021,1000,5892.112362
331.022256,1000,6236.826751
417.612755,1000,6574.61731
454.334401,1000,6917.023752
445.141995,1000,7268.752882
