#{"t_start": 1635795740.6510713, "env_id": "dmc_walker_walk_51234-v1"}
r,l,t
85.251822,1000,434.008669
66.464718,1000,1006.216222
67.796379,1000,1348.397408
133.641901,1000,1702.067561
121.895678,1000,2044.483036
168.003538,1000,2394.769014
186.695772,1000,2748.698887
230.388749,1000,3099.457752
327.97125,1000,3461.004427
351.158098,1000,3822.402734
352.170205,1000,4177.567513
420.675166,1000,4523.598891
427.148929,1000,4860.89255
426.447428,1000,5202.803764
481.494769,1000,5555.401798
448.458824,1000,5892.655723
374.17001,1000,6237.369955
438.971654,1000,6575.160745
494.952808,1000,6917.566984
453.844962,1000,7269.296123
460.312983,1000,7606.563472
529.969891,1000,7952.517515
474.286184,1000,8293.051848
450.555296,1000,8635.118555
509.890456,1000,8984.805365
