#{"t_start": 1635795742.8421826, "env_id": "dmc_walker_walk_51250-v1"}
r,l,t
61.74061,1000,431.840057
77.954879,1000,1004.04716
147.403048,1000,1346.228048
99.098274,1000,1699.89907
166.606635,1000,2042.313526
237.226125,1000,2392.600962
191.148427,1000,2746.529935
282.734612,1000,3097.288363
274.617984,1000,3458.83656
423.892898,1000,3820.234177
327.731783,1000,4175.399096
383.841058,1000,4521.429422
448.202408,1000,4858.72381
419.472445,1000,5200.63524
488.847115,1000,5553.233288
357.997253,1000,5890.486817
510.62796,1000,6235.202078
491.640501,1000,6572.991459
483.967304,1000,6915.398345
459.641538,1000,7267.127367
