#{"t_start": 1635795744.1243112, "env_id": "dmc_walker_walk_51259-v1"}
r,l,t
130.697779,1000,430.570729
99.046142,1000,1002.777134
77.504427,1000,1344.958195
107.035774,1000,1698.629081
140.893112,1000,2041.043527
202.235512,1000,2391.331706
107.936034,1000,2745.25957
304.671337,1000,3096.018308
278.039202,1000,3457.567571
348.616056,1000,3818.964768
406.700656,1000,4174.129734
299.345193,1000,4520.159463
429.502365,1000,4857.453791
441.679743,1000,5199.370559
336.447933,1000,5551.963135
414.70029,1000,5889.217109
506.047026,1000,6233.932491
474.276253,1000,6571.721434
505.545914,1000,6914.128645
546.096838,1000,7265.857846
464.285403,1000,7603.12331
508.214245,1000,7949.079511
454.735531,1000,8289.612966
470.577522,1000,8631.679796
475.9757,1000,8981.367473
