#{"t_start": 1635795741.4742954, "env_id": "dmc_walker_walk_51240-v1"}
r,l,t
53.086397,1000,433.193901
107.129457,1000,1005.401075
76.062139,1000,1347.582471
96.871279,1000,1701.252627
127.917433,1000,2043.66796
255.018543,1000,2393.954217
160.23116,1000,2747.884419
221.260003,1000,3098.642714
375.447537,1000,3460.190269
350.471824,1000,3821.587829
313.485401,1000,4176.753217
370.927561,1000,4522.783824
425.748422,1000,4860.078366
423.842689,1000,5201.988906
405.541812,1000,5554.586927
435.017358,1000,5891.840931
408.641308,1000,6236.555573
501.494512,1000,6574.345808
511.889719,1000,6916.752375
440.782993,1000,7268.481317
503.195953,1000,7605.748206
453.329117,1000,7951.703158
433.899399,1000,8292.236714
557.506717,1000,8634.303509
415.158875,1000,8983.991013
