#{"t_start": 1635795741.6112401, "env_id": "dmc_walker_walk_51241-v1"}
r,l,t
100.490259,1000,433.058445
109.202056,1000,1005.265447
147.154313,1000,1347.446864
153.438265,1000,1701.116992
133.333878,1000,2043.532328
126.911738,1000,2393.818686
243.897402,1000,2747.748763
254.429027,1000,3098.507089
322.514841,1000,3460.0548
271.116126,1000,3821.452222
305.416899,1000,4176.617677
419.583353,1000,4522.648211
431.540713,1000,4859.942745
395.78095,1000,5201.853352
449.111275,1000,5554.451342
483.481034,1000,5891.705381
466.772782,1000,6236.420104
429.976629,1000,6574.210218
509.591238,1000,6916.616872
419.330629,1000,7268.345889
492.29602,1000,7605.612674
