#{"t_start": 1635795742.299524, "env_id": "dmc_walker_walk_51246-v1"}
r,l,t
73.721286,1000,432.377184
82.568277,1000,1004.584453
113.074973,1000,1346.765327
113.630248,1000,1700.436254
214.215599,1000,2042.850948
179.196457,1000,2393.138021
182.914153,1000,2747.067223
274.71988,1000,3097.825561
298.429474,1000,3459.373543
301.600254,1000,3820.771309
330.354185,1000,4175.936374
345.420318,1000,4521.966627
331.344224,1000,4859.261184
393.427903,1000,5201.17196
482.266602,1000,5553.770646
391.363888,1000,5891.024109
398.645542,1000,6235.739253
415.415707,1000,6573.528782
487.548832,1000,6915.935502
460.214896,1000,7267.664378
448.355856,1000,7604.930926
