#{"t_start": 1635795742.0255685, "env_id": "dmc_walker_walk_51244-v1"}
r,l,t
85.287761,1000,432.648251
97.125849,1000,1004.855673
117.20953,1000,1347.036575
52.49617,1000,1700.707475
152.015339,1000,2043.122159
194.456871,1000,2393.409127
185.436783,1000,2747.338557
224.909468,1000,3098.096836
320.431347,1000,3459.644757
311.796993,1000,3821.042073
301.483468,1000,4176.207486
395.454596,1000,4522.23793
383.831352,1000,4859.532403
436.441121,1000,5201.443198
417.874776,1000,5554.041867
427.322281,1000,5891.295205
415.598012,1000,6236.010187
460.285608,1000,6573.799949
411.852832,1000,6916.206657
484.972854,1000,7267.935585
468.4748,1000,7605.202306
518.114454,1000,7951.158032
520.732524,1000,8291.691452
439.692556,1000,8633.757762
452.458339,1000,8983.445332
