#{"t_start": 1635795741.3369684, "env_id": "dmc_walker_walk_51239-v1"}
r,l,t
71.786925,1000,433.329768
105.400826,1000,1005.537119
114.759676,1000,1347.718484
135.45678,1000,1701.388608
141.863774,1000,2043.803965
161.140886,1000,2394.090174
221.00835,1000,2748.020401
230.840037,1000,3098.778667
221.54038,1000,3460.326114
309.714659,1000,3821.723783
368.25751,1000,4176.889204
371.85996,1000,4522.919796
379.8764,1000,4860.214277
417.100393,1000,5202.124794
466.261573,1000,5554.722929
458.304332,1000,5891.976842
480.675882,1000,6236.691486
430.066324,1000,6574.481761
450.398313,1000,6916.888274
508.79069,1000,7268.61731
457.778586,1000,7605.884189
