#{"t_start": 1635795743.1188195, "env_id": "dmc_walker_walk_51252-v1"}
r,l,t
44.107884,1000,431.566285
87.687338,1000,1003.77328
76.678917,1000,1345.954138
160.446857,1000,1699.625107
195.675366,1000,2042.039691
218.232481,1000,2392.327059
261.77309,1000,2746.255857
227.304653,1000,3097.014474
264.264049,1000,3458.562588
422.262746,1000,3819.960316
237.482875,1000,4175.125413
367.461512,1000,4521.155473
386.114608,1000,4858.44992
445.072074,1000,5200.363012
385.390962,1000,5552.959382
364.665831,1000,5890.213117
423.021439,1000,6234.928312
392.307295,1000,6572.717608
420.53554,1000,6915.124515
501.629743,1000,7266.853526
