#{"t_start": 1635795742.708725, "env_id": "dmc_walker_walk_51249-v1"}
r,l,t
112.181359,1000,431.972097
121.034058,1000,1004.17927
117.008679,1000,1346.360154
126.272184,1000,1700.03117
160.655711,1000,2042.445651
171.411293,1000,2392.733014
188.444431,1000,2746.662068
171.1213,1000,3097.420463
290.559325,1000,3458.968627
336.357543,1000,3820.366247
360.673592,1000,4175.531227
393.629985,1000,4521.561496
413.240895,1000,4858.855949
386.060515,1000,5200.767344
419.445328,1000,5553.365467
478.607256,1000,5890.618932
468.955446,1000,6235.334186
393.172891,1000,6573.123569
448.327722,1000,6915.530437
539.228273,1000,7267.259398
453.989931,1000,7604.525717
493.814923,1000,7950.481591
506.897311,1000,8291.014962
474.968371,1000,8633.081505
426.409397,1000,8982.768975
