#{"t_start": 1635795743.2566257, "env_id": "dmc_walker_walk_51253-v1"}
r,l,t
87.122313,1000,431.429922
121.338698,1000,1003.636813
111.996959,1000,1345.8177
115.866448,1000,1699.488671
141.671439,1000,2041.903233
154.780672,1000,2392.190609
269.107143,1000,2746.119338
285.503504,1000,3096.878062
218.169331,1000,3458.426176
295.200111,1000,3819.823939
257.554832,1000,4174.988952
320.735028,1000,4521.018982
416.012766,1000,4858.313456
412.477711,1000,5200.227097
440.861414,1000,5552.822954
429.953112,1000,5890.076682
473.730016,1000,6234.791891
455.550685,1000,6572.581139
402.655196,1000,6914.988098
439.191477,1000,7266.717145
459.723053,1000,7603.983016
512.690374,1000,7949.939145
439.829953,1000,8290.472514
474.556016,1000,8632.539179
482.105485,1000,8982.226981
