#{"t_start": 1635795742.4355733, "env_id": "dmc_walker_walk_51247-v1"}
r,l,t
109.448417,1000,432.242529
102.754072,1000,1004.449766
120.246842,1000,1346.630633
129.550278,1000,1700.301552
115.398976,1000,2042.716206
192.087931,1000,2393.003359
195.460656,1000,2746.932464
284.859208,1000,3097.69094
295.967001,1000,3459.238868
276.068606,1000,3820.63659
283.150951,1000,4175.801728
431.387655,1000,4521.831915
452.187516,1000,4859.126477
476.815086,1000,5201.037289
478.22445,1000,5553.63597
461.422049,1000,5890.889376
363.520768,1000,6235.604627
457.910329,1000,6573.39406
458.626828,1000,6915.800844
497.271716,1000,7267.529709
