#{"t_start": 1635795744.9538586, "env_id": "dmc_walker_walk_51265-v1"}
r,l,t
74.934138,1000,429.749536
110.346599,1000,1001.955634
53.893363,1000,1344.136738
74.786331,1000,1697.807797
120.368678,1000,2040.22242
170.911482,1000,2390.510564
203.574398,1000,2744.438213
192.136849,1000,3095.196773
226.255755,1000,3456.746478
278.228076,1000,3818.143393
347.875455,1000,4173.309068
381.50306,1000,4519.338164
327.974232,1000,4856.632772
350.520933,1000,5198.553051
445.410238,1000,5551.141827
501.806137,1000,5888.395779
456.84704,1000,6233.111365
421.330906,1000,6570.900081
474.214619,1000,6913.307652
495.011948,1000,7265.036701
519.336942,1000,7602.301736
