#{"t_start": 1635795744.8160381, "env_id": "dmc_walker_walk_51264-v1"}
r,l,t
80.379745,1000,429.885969
82.636238,1000,1002.092048
120.027479,1000,1344.273227
140.013803,1000,1697.944265
120.125672,1000,2040.358824
148.285059,1000,2390.64701
195.922765,1000,2744.57473
172.868722,1000,3095.333227
364.149577,1000,3456.882898
271.415657,1000,3818.27986
294.193174,1000,4173.44472
425.705317,1000,4519.474618
431.862786,1000,4856.769235
404.773497,1000,5198.689006
421.891529,1000,5551.278308
431.993836,1000,5888.532254
442.487603,1000,6233.247765
411.777157,1000,6571.036556
465.461183,1000,6913.444073
458.212578,1000,7265.173026
