#{"t_start": 1634665387.8361266, "env_id": "dmc_walker_walk_90709-v1"}
r,l,t
73.994603,1000,38.781848
81.765451,1000,97.862304
63.575299,1000,157.066866
91.431369,1000,216.34491
187.056308,1000,275.064897
199.48881,1000,334.146868
285.60438,1000,393.035177
259.012799,1000,452.175356
309.031241,1000,511.155194
319.371462,1000,570.164938
432.078041,1000,629.339474
432.441354,1000,688.602958
503.638196,1000,747.688379
493.98094,1000,806.586056
584.309285,1000,865.272586
526.468243,1000,923.851074
612.249256,1000,982.642088
588.060767,1000,1041.514587
640.669728,1000,1100.592858
549.525129,1000,1159.21685
619.111336,1000,1218.306976
663.934762,1000,1277.698947
739.140734,1000,1336.961815
627.989258,1000,1396.267832
738.944801,1000,1455.66376
725.663356,1000,1514.78301
787.468682,1000,1573.883391
752.318178,1000,1633.062985
770.524868,1000,1692.391756
816.731962,1000,1751.703544
704.983323,1000,1810.656449
824.967635,1000,1869.817232
724.251454,1000,1928.999231
799.997074,1000,1987.931764
844.53672,1000,2046.924509
865.03934,1000,2106.060382
800.237275,1000,2165.076892
878.691761,1000,2224.594861
878.628296,1000,2283.728515
859.662869,1000,2342.970287
867.111184,1000,2402.026871
800.181169,1000,2460.95469
800.079897,1000,2520.393729
824.401296,1000,2579.800109
919.645377,1000,2639.165461
813.279407,1000,2698.543257
775.150297,1000,2757.645735
867.701898,1000,2816.940968
923.852987,1000,2876.33668
867.407138,1000,2935.724766
790.213871,1000,2995.066903
846.869621,1000,3054.086897
805.28887,1000,3113.405251
897.886976,1000,3172.647751
925.662889,1000,3231.611492
847.906799,1000,3290.626423
801.294911,1000,3349.954219
897.008665,1000,3409.451702
832.7957,1000,3468.873194
878.043172,1000,3528.454
898.634251,1000,3587.820151
904.215692,1000,3646.897409
865.433347,1000,3706.57718
836.702837,1000,3766.149493
888.628439,1000,3825.288892
824.572725,1000,3884.56787
852.807969,1000,3943.944497
948.190921,1000,4002.977152
834.788266,1000,4062.18441
703.030421,1000,4121.584092
876.831698,1000,4180.777927
913.095128,1000,4240.278749
831.307564,1000,4299.725988
875.86046,1000,4358.990123
904.299161,1000,4418.419239
858.366955,1000,4477.498898
876.607059,1000,4536.534406
793.072201,1000,4596.077012
849.542386,1000,4655.589926
922.311589,1000,4714.714484
934.27134,1000,4774.05397
823.650246,1000,4833.528082
835.110883,1000,4893.098562
842.263192,1000,4952.403221
908.951584,1000,5011.623085
843.962555,1000,5070.619745
893.073512,1000,5129.90037
803.68707,1000,5188.994375
796.360367,1000,5248.234274
895.046593,1000,5307.153274
920.733327,1000,5366.254326
909.617015,1000,5425.591872
783.927624,1000,5485.034746
726.823633,1000,5544.347849
937.727904,1000,5603.840026
884.154723,1000,5662.796211
917.550552,1000,5722.038209
940.747631,1000,5781.49751
931.832757,1000,5840.559729
849.646357,1000,5899.697304
828.517906,1000,5958.751685
882.894026,1000,6018.335563
906.900269,1000,6077.372914
784.935329,1000,6136.675896
928.178823,1000,6195.758813
894.829345,1000,6254.919821
875.074387,1000,6314.404416
957.135817,1000,6373.486857
957.480097,1000,6432.789881
933.636934,1000,6492.275914
788.764956,1000,6551.485552
873.146506,1000,6611.039247
800.355296,1000,6670.522844
859.016197,1000,6729.432971
895.876543,1000,6788.370631
831.673189,1000,6847.669308
899.568944,1000,6906.919701
860.742636,1000,6966.401016
771.517276,1000,7025.5345
809.593011,1000,7084.605516
863.216147,1000,7144.036735
809.121522,1000,7203.650261
925.776901,1000,7262.95452
795.9352,1000,7321.966165
813.589073,1000,7381.475062
