#{"t_start": 1634605943.6687865, "env_id": "dmc_walker_walk_12369-v1"}
r,l,t
79.372752,1000,41.052747
67.274573,1000,101.050151
123.986485,1000,160.898067
132.296986,1000,220.886488
164.021986,1000,280.621501
198.266511,1000,340.755525
160.431189,1000,400.843693
262.280677,1000,460.779516
238.757791,1000,520.834525
427.232396,1000,580.411694
336.561561,1000,640.153323
444.192579,1000,699.844324
528.27341,1000,760.074741
591.696769,1000,820.00172
565.748605,1000,879.792842
590.045265,1000,939.355203
645.779539,1000,999.061021
610.224121,1000,1058.610936
593.585719,1000,1118.441377
679.322804,1000,1178.055007
728.996985,1000,1238.024096
736.984115,1000,1297.902982
696.939633,1000,1357.795318
693.231482,1000,1417.619529
780.995606,1000,1477.653509
827.36132,1000,1537.550292
708.567186,1000,1597.431806
794.743518,1000,1657.255958
844.580641,1000,1717.305588
851.927056,1000,1777.115447
809.426936,1000,1836.845486
841.407543,1000,1896.777071
771.606633,1000,1956.597534
753.77067,1000,2016.737132
769.122195,1000,2076.871017
851.515907,1000,2136.750485
943.795376,1000,2196.513362
755.334632,1000,2256.385087
928.591946,1000,2316.04296
905.406242,1000,2375.687607
904.21296,1000,2435.868708
798.351989,1000,2495.624946
699.728002,1000,2555.684839
942.544487,1000,2615.636999
883.002239,1000,2675.7023
893.265493,1000,2735.308969
874.515767,1000,2794.990576
894.28987,1000,2854.956236
916.828612,1000,2914.787591
835.636583,1000,2974.364516
916.32117,1000,3034.260809
896.595327,1000,3093.917696
863.796429,1000,3153.92491
829.426459,1000,3213.9183
921.349067,1000,3273.561236
924.78319,1000,3333.598901
888.32908,1000,3393.641589
913.888959,1000,3453.538204
841.192705,1000,3513.600668
882.454905,1000,3573.429401
908.839975,1000,3633.260799
846.462558,1000,3693.413913
931.026115,1000,3753.222128
904.01093,1000,3813.20136
824.055304,1000,3873.242407
856.753678,1000,3932.942668
785.844555,1000,3992.832647
910.093789,1000,4052.462359
887.777283,1000,4112.566077
924.438796,1000,4172.467257
894.476242,1000,4232.630802
941.989514,1000,4292.559756
912.231712,1000,4352.759598
881.528034,1000,4412.41236
925.109447,1000,4472.469403
968.039217,1000,4532.705193
914.862582,1000,4592.715008
876.766095,1000,4652.624668
915.227401,1000,4712.303591
899.2801,1000,4771.913547
899.324567,1000,4831.907299
914.470039,1000,4891.894067
899.886825,1000,4952.031294
868.970949,1000,5011.989756
840.036554,1000,5072.189081
909.660776,1000,5131.96468
882.383834,1000,5191.904136
895.097308,1000,5251.947395
898.642685,1000,5312.067216
912.158651,1000,5371.941498
821.864673,1000,5431.971018
914.357229,1000,5492.130861
966.715399,1000,5551.941325
931.646533,1000,5612.224581
933.104593,1000,5672.168908
876.827113,1000,5732.182876
891.972855,1000,5791.813832
876.350703,1000,5851.416887
885.880495,1000,5911.091256
899.470999,1000,5970.788874
830.069799,1000,6030.420024
974.768593,1000,6090.60895
731.705492,1000,6150.75211
888.547767,1000,6210.604942
872.282379,1000,6270.796487
944.169274,1000,6330.752115
939.596653,1000,6390.583184
859.168021,1000,6450.558217
773.117955,1000,6510.346127
946.314774,1000,6570.263534
883.82271,1000,6630.120506
848.14275,1000,6689.715117
859.909645,1000,6749.629391
937.600512,1000,6809.444855
926.704571,1000,6869.613621
815.786851,1000,6929.359234
902.767428,1000,6989.456089
913.090898,1000,7049.523793
916.163234,1000,7109.807047
927.523203,1000,7169.502213
952.134259,1000,7229.108495
849.636235,1000,7288.771863
862.631414,1000,7348.741343
919.150921,1000,7409.015923
894.087026,1000,7468.942878
