#{"t_start": 1634605944.3830175, "env_id": "dmc_walker_walk_12375-v1"}
r,l,t
93.778532,1000,40.34553
85.195385,1000,100.342822
95.800909,1000,160.19087
141.986435,1000,220.17943
102.67401,1000,279.914397
159.934142,1000,340.048391
201.208754,1000,400.13644
242.753603,1000,460.072251
329.672018,1000,520.127419
365.665351,1000,579.704537
312.0353,1000,639.446167
365.576629,1000,699.1373
490.175045,1000,759.367655
436.39865,1000,819.294713
472.383993,1000,879.08562
513.087247,1000,938.647954
564.767343,1000,998.354011
676.108975,1000,1057.903748
657.564267,1000,1117.734379
681.602164,1000,1177.347913
644.128862,1000,1237.316855
718.628257,1000,1297.19609
742.873099,1000,1357.088221
683.575922,1000,1416.912372
793.204146,1000,1476.946702
770.450039,1000,1536.843349
759.024379,1000,1596.724551
734.056075,1000,1656.54883
844.765931,1000,1716.598555
732.614792,1000,1776.408441
863.281748,1000,1836.138691
822.124747,1000,1896.069984
834.997824,1000,1955.890638
862.445116,1000,2016.030134
893.912982,1000,2076.164062
857.633712,1000,2136.043383
838.374729,1000,2195.812751
877.909305,1000,2255.678071
803.328711,1000,2315.335756
839.992265,1000,2374.980537
896.327206,1000,2435.16168
820.01243,1000,2494.918
868.414716,1000,2554.977682
923.321947,1000,2614.93013
898.119405,1000,2674.995338
870.455417,1000,2734.60214
677.937168,1000,2794.283539
849.458164,1000,2854.249009
861.099692,1000,2914.080362
930.329214,1000,2973.657426
940.274851,1000,3033.553682
916.482762,1000,3093.210606
896.183442,1000,3153.217906
930.347154,1000,3213.211328
890.034224,1000,3272.854257
872.454239,1000,3332.892059
927.230786,1000,3392.934539
905.160663,1000,3452.831287
893.23731,1000,3512.893696
945.941295,1000,3572.722484
921.39899,1000,3632.553676
927.924405,1000,3692.70688
923.198792,1000,3752.515064
867.347934,1000,3812.494321
856.159032,1000,3872.535617
939.079678,1000,3932.235611
854.865308,1000,3992.125596
883.482507,1000,4051.755267
786.67048,1000,4111.859108
652.73005,1000,4171.760161
929.5922,1000,4231.924005
824.399244,1000,4291.852809
938.799902,1000,4352.052448
935.143052,1000,4411.705329
969.245486,1000,4471.762554
937.84137,1000,4531.998346
885.486657,1000,4592.007984
948.698738,1000,4651.917676
888.785594,1000,4711.596603
887.859441,1000,4771.206394
942.241169,1000,4831.20041
956.712389,1000,4891.187078
831.725417,1000,4951.324324
809.880567,1000,5011.282824
924.405465,1000,5071.482033
797.921902,1000,5131.257735
876.979736,1000,5191.197262
869.725917,1000,5251.240485
952.057013,1000,5311.360308
929.406611,1000,5371.234495
909.145618,1000,5431.263983
886.083508,1000,5491.423917
934.644369,1000,5551.234411
907.747612,1000,5611.517537
965.684578,1000,5671.46184
931.226388,1000,5731.475859
841.836827,1000,5791.106928
869.281744,1000,5850.709893
938.418303,1000,5910.38429
888.793864,1000,5970.081952
875.538039,1000,6029.712905
956.929162,1000,6089.902001
899.185111,1000,6150.045087
929.405384,1000,6209.897881
942.354989,1000,6270.089524
785.471023,1000,6330.045182
903.337747,1000,6389.876212
927.427169,1000,6449.85132
877.070405,1000,6509.639141
729.96325,1000,6569.556658
946.98939,1000,6629.413538
915.418759,1000,6689.008079
908.475758,1000,6748.92235
807.25233,1000,6808.738161
963.145616,1000,6868.906652
884.095868,1000,6928.652129
896.165348,1000,6988.749115
819.103113,1000,7048.817221
917.580633,1000,7109.100161
929.031652,1000,7168.795246
931.957995,1000,7228.401407
910.500143,1000,7288.064679
870.17414,1000,7348.034332
934.724388,1000,7408.309053
905.771805,1000,7468.236078
