actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_entropy,critic_entropy_max,critic_entropy_min,critic_loss,critic_norm_entropy,critic_norm_entropy_max,critic_norm_entropy_min,duration,episode,episode_reward,labeled_feedback,step,total_feedback,true_episode_reward
6.8486761827249305,-11.168180217226228,-12.0,1.7955364256172448,0.0951850489751474,0.07515908636011041,18.00504219162094,63.30046973166404,13.78318792826182,0.5967691985515503,4.414902887067518,15.512029586730895,3.3799874021245673,69.59142255783081,2.0,75.15078173135407,0.0,2000,0.0,1.4361573162929127
1.9323452075626701,-22.826827577590944,-12.0,1.218421730697155,0.08720616947859526,0.07812790161371232,18.563470472335815,64.20367370605469,13.52163064289093,0.2791482252404094,4.627618768692017,16.010965684890746,3.3715672953128815,89.64371943473816,3.0,76.67450642993208,0.0,3000,0.0,3.7871343032169067
-2.8575800401568414,-35.863394008636476,-12.0,0.7450762353539467,0.08134595819562673,0.08301511512696744,19.517484418869017,114.39571706771851,11.704972236633301,0.5916534823179245,4.3087368836402895,25.262994870185853,2.5841575179100036,104.35805606842041,4.0,88.44713621085975,0.0,4000,0.0,2.8032182833805233
-4.685907404184341,-47.5768900604248,-12.0,0.5585006236732006,0.07630973165482283,0.08635101278871297,19.782091907501222,120.64725915527343,10.843477143287659,0.8484589912891388,3.9080026214122774,23.829845513343813,2.1421883172988894,116.20050430297852,5.0,101.08368784338381,0.0,5000,0.0,3.8036231702907717
-5.210661551475525,-58.069744438171384,-12.0,0.48332172802090645,0.07114411852508783,0.08768988197296858,19.949431747436524,120.28877796173096,4.371880276322365,1.015144405722618,3.6932742269039154,22.27915942287445,0.8093477751389145,128.20401787757874,6.0,95.1634298431818,0.0,6000,0.0,5.736557539532481
-6.119473242282868,-67.95451002502442,-12.0,0.3887041324079037,0.06603417515009642,0.0877342990040779,19.893208309173584,112.66753372955323,4.781844474196434,1.0979535112977028,3.5744263751506806,20.24600325012207,0.8585732364729047,115.33094048500061,7.0,92.91049044860483,0.0,7000,0.0,7.413399160910566
-6.803185431003571,-77.31893782806397,-12.0,0.31864303854107856,0.06124565136805177,0.08744353127479554,19.774086515426635,101.61242790985108,4.581762620300054,1.182913691997528,3.5231692662239076,18.104585583686827,0.8163428380787373,88.82865571975708,8.0,83.03532081692538,0.0,8000,0.0,10.165248418614203
-7.990918219089508,-86.1427368927002,-12.0,0.2286985113620758,0.05696296301856637,0.08726651291549206,19.815134746551514,134.48090971755983,4.443332175552845,2.544650950074196,3.4649172632694243,23.516793801307678,0.7762941885814071,107.38982439041138,9.0,87.94467552137212,0.0,9000,0.0,8.487405298760121
-8.993624382019043,-94.69147687530517,-12.0,0.16049001941829918,0.05329366223141551,0.08737030110508204,19.817978971481324,138.7150965270996,3.8616876143813132,2.246446740627289,3.368929156780243,23.58129106283188,0.6565157237127424,119.58747005462646,10.0,85.26863027988293,0.0,10000,0.0,33.331224482465785
7.260086068630218,-1.1641121426820755,-12.0,0.8859718881249428,0.04605681518092752,0.06255910428240895,0.0,0.0,0.0,0.03576565725635737,0.0,0.0,0.0,115.06542730331421,11.0,90.79029433640244,0.0,11000,0.0,8.330826704665816
7.76285630607605,-2.0399378951787948,-12.0,0.8039492540955544,0.040679057501256465,0.06416951758414507,0.0,0.0,0.0,0.016584766984451563,0.0,0.0,0.0,39.020094871520996,12.0,105.42511500231922,100.0,12000,100.0,515.1944665240859
7.6387441191673275,-2.7468060064315796,-12.0,0.723018772482872,0.03681362746283412,0.06351727715134621,0.0,0.0,0.0,0.02038958288123831,0.0,0.0,0.0,39.05920171737671,13.0,55.501517383076134,100.0,13000,100.0,9.796843050773418
7.414213972091675,-3.386681543111801,-12.0,0.6510472203493118,0.033531358987092974,0.06322999137267471,0.0,0.0,0.0,0.01388218724541366,0.0,0.0,0.0,28.83287477493286,14.0,56.66706038104894,100.0,14000,100.0,4.237548711591963
7.113882855415344,-3.961627513408661,-12.0,0.5853293021321296,0.03061879019998014,0.06332351568713784,0.0,0.0,0.0,0.01617757235141471,0.0,0.0,0.0,38.61746668815613,15.0,62.82742413340202,100.0,15000,100.0,9.449589388234818
6.7241704511642455,-4.4901923036575315,-12.0,0.5242680677771568,0.027995307931676507,0.0643333939909935,0.0,0.0,0.0,0.015598011966329067,0.0,0.0,0.0,34.58075189590454,16.0,70.0634387088453,100.0,16000,100.0,8.012577289286131
6.269376228809357,-4.992435547828674,-12.0,0.4680656421482563,0.02561533243022859,0.06649419946968556,0.0,0.0,0.0,0.012422109651379288,0.0,0.0,0.0,38.75265097618103,17.0,82.33041939725445,100.0,17000,100.0,5.9300302429644605
5.789551313400269,-5.435611055850982,-12.0,0.4172393383979797,0.023450013913214208,0.06928602126240731,0.0,0.0,0.0,0.022197185825556517,0.0,0.0,0.0,39.074955224990845,18.0,117.45144294491547,100.0,18000,100.0,252.02154811211201
5.248270703792572,-5.86015612411499,-12.0,0.3704943014383316,0.021474256994202735,0.07199863268435001,0.0,0.0,0.0,0.010625796077772975,0.0,0.0,0.0,39.04326057434082,19.0,119.17067444155691,100.0,19000,100.0,11.408657378950691
4.641343218326568,-6.245780145168305,-12.0,0.32751562267541884,0.01967562019266188,0.07469583091139793,0.0,0.0,0.0,0.013545781986322255,0.0,0.0,0.0,39.03964138031006,20.0,120.09018199337152,100.0,20000,100.0,8.309235367701445
4.0144538984298705,-6.605488368034363,-12.0,0.28889052554965017,0.01803396001458168,0.07723080217838288,0.0,0.0,0.0,0.014929524919949472,0.0,0.0,0.0,58.37099051475525,21.0,127.5436191689223,100.0,21000,100.0,6.222086202721423
3.3611943674087525,-6.951145857810974,-12.0,0.2540805742740631,0.016535252707079052,0.07967718660086394,0.0,0.0,0.0,0.012462828010320663,0.0,0.0,0.0,39.0361213684082,22.0,128.174188166362,100.0,22000,100.0,7.630962002269154
2.73019824719429,-7.26895092535019,-12.0,0.2234496913999319,0.0151646582884714,0.08220221216976642,0.0,0.0,0.0,0.014936392329633235,0.0,0.0,0.0,39.09432125091553,23.0,132.62253589357715,100.0,23000,100.0,13.886666063449018
2.135967763543129,-7.602452380657196,-12.0,0.1966794116795063,0.01390889959409833,0.084525450065732,0.0,0.0,0.0,0.01617660276964307,0.0,0.0,0.0,29.94870400428772,24.0,137.75760154478485,100.0,24000,100.0,8.63606200499262
1.4735245858430863,-7.914457489490509,-12.0,0.17197987988591193,0.01276010642386973,0.08592280450463295,0.0,0.0,0.0,0.014681245475076139,0.0,0.0,0.0,37.60952711105347,25.0,127.95201676094439,100.0,25000,100.0,520.1253590361425
0.914538028717041,-8.164711888313294,-12.0,0.15124571865797043,0.011707324198447168,0.08688832906633616,0.0,0.0,0.0,0.020396656221710146,0.0,0.0,0.0,34.607887983322144,26.0,113.54881136829499,100.0,26000,100.0,3.7778634809415044
0.3386929644513875,-8.431176920890808,-12.0,0.13257870665937663,0.010741728337481618,0.08858613923937082,0.0,0.0,0.0,0.01612925381027162,0.0,0.0,0.0,38.65741515159607,27.0,113.58602825843263,100.0,27000,100.0,16.497074729637344
-0.3536950841881335,-8.720358181953431,-12.0,0.11487415924668312,0.009858705997467042,0.09002568314224482,0.0,0.0,0.0,0.019718611679039894,0.0,0.0,0.0,39.03606700897217,28.0,133.36671998514794,100.0,28000,100.0,569.230596046902
-1.1665553402900697,-8.981744329452514,-12.0,0.09819148213416339,0.009059602152556181,0.09102841749787331,0.0,0.0,0.0,0.017756011832505466,0.0,0.0,0.0,39.05398154258728,29.0,138.13516524396255,100.0,29000,100.0,463.8156222858881
-1.9702815283536912,-9.199949584007264,-12.0,0.08361656831204892,0.008331975591368973,0.09192757327854634,0.0,0.0,0.0,0.017822003617882727,0.0,0.0,0.0,39.054941177368164,30.0,105.29501879782038,100.0,30000,100.0,9.275239617565944
-2.76762364089489,-9.436279062271119,-12.0,0.0708498047888279,0.0076690291790291664,0.0931431866362691,0.0,0.0,0.0,0.02521793921571225,0.0,0.0,0.0,58.56058192253113,31.0,119.59085311827948,100.0,31000,100.0,8.414336990092934
