#{"t_start": 1634672793.7087429, "env_id": "dmc_walker_walk_6806-v1"}
r,l,t
74.776913,1000,40.947392
128.553903,1000,100.006131
115.006418,1000,159.304856
143.517356,1000,218.698931
138.289165,1000,277.698811
163.275693,1000,337.31877
283.528993,1000,396.817328
298.128215,1000,456.302595
397.914026,1000,515.856285
389.136233,1000,575.17255
461.317299,1000,634.87045
354.961608,1000,694.403351
535.308471,1000,753.700362
573.185667,1000,813.235384
526.821736,1000,872.883815
616.668215,1000,932.542577
652.878342,1000,991.934914
664.506524,1000,1051.565058
726.321182,1000,1110.941967
686.184115,1000,1170.200982
675.758015,1000,1229.732524
732.042768,1000,1289.12132
764.131488,1000,1348.066111
768.82796,1000,1407.437608
770.278029,1000,1467.140175
775.819637,1000,1526.412166
782.604024,1000,1585.772297
783.488541,1000,1645.526124
754.769755,1000,1704.820294
808.155804,1000,1764.520405
836.369991,1000,1823.849411
719.155007,1000,1883.293878
821.715573,1000,1942.640074
848.517762,1000,2002.326405
838.459488,1000,2061.493627
852.754435,1000,2120.899117
819.197849,1000,2180.523263
855.54593,1000,2239.722617
869.692331,1000,2298.794069
739.167382,1000,2358.282259
854.552879,1000,2418.071137
899.166032,1000,2477.471376
876.571099,1000,2536.90723
881.136538,1000,2596.461286
882.099779,1000,2655.675193
788.948203,1000,2714.852366
812.739073,1000,2774.384408
841.36144,1000,2833.929686
885.279213,1000,2893.448194
788.002385,1000,2952.936556
817.073235,1000,3012.550345
859.431615,1000,3072.077873
852.231839,1000,3131.690208
821.912299,1000,3191.153486
899.700182,1000,3250.562641
881.48711,1000,3310.112856
868.805086,1000,3369.751294
776.924194,1000,3429.434379
845.76157,1000,3488.752839
846.701931,1000,3548.243878
915.923503,1000,3607.915676
873.273291,1000,3667.306869
901.339455,1000,3726.944702
885.16678,1000,3786.52514
899.867372,1000,3846.100144
891.885279,1000,3905.6454
892.719023,1000,3964.899268
906.134973,1000,4024.253449
877.332815,1000,4083.411741
881.676756,1000,4142.533369
922.527189,1000,4201.992164
866.981357,1000,4261.881229
873.349245,1000,4321.396825
877.072648,1000,4380.53689
829.190939,1000,4440.207114
766.164079,1000,4499.69923
867.917696,1000,4559.106934
856.07876,1000,4618.726775
841.938004,1000,4678.099914
857.910932,1000,4737.575634
882.132545,1000,4796.924368
789.820258,1000,4856.598339
908.952945,1000,4915.875912
801.848628,1000,4975.857227
802.19688,1000,5035.626049
865.841915,1000,5095.134534
870.575569,1000,5154.788439
882.026177,1000,5214.232891
901.471591,1000,5273.501415
896.398193,1000,5333.192181
886.687136,1000,5392.592404
880.456541,1000,5452.348154
834.83319,1000,5512.317597
898.025332,1000,5571.956549
844.4982,1000,5631.546341
916.441138,1000,5691.091702
930.720316,1000,5750.81882
899.785808,1000,5810.116642
892.030907,1000,5869.345777
873.165522,1000,5928.93349
788.814984,1000,5988.528989
905.02265,1000,6048.160567
863.114578,1000,6107.736928
866.989146,1000,6167.190318
905.429642,1000,6226.348869
845.158444,1000,6285.518562
879.825815,1000,6345.697278
826.368199,1000,6405.545424
922.369495,1000,6465.130301
913.232767,1000,6524.648219
880.132526,1000,6583.974094
856.078298,1000,6643.412623
801.719001,1000,6702.79073
905.262007,1000,6762.226726
890.526555,1000,6821.934375
903.621414,1000,6881.431
810.202458,1000,6940.804241
847.021964,1000,7000.611869
823.566009,1000,7060.01674
879.224361,1000,7119.475331
913.24087,1000,7178.940712
892.935291,1000,7238.707381
910.031476,1000,7298.751941
716.012009,1000,7357.968194
897.759514,1000,7417.040339
