#{"t_start": 1634657979.4120798, "env_id": "dmc_walker_walk_89093-v1"}
r,l,t
57.602278,1000,39.752822
113.109483,1000,98.736111
126.673819,1000,157.827015
131.756157,1000,216.741652
84.607691,1000,276.025251
156.830696,1000,335.117152
174.284753,1000,394.015024
334.578673,1000,453.214748
352.871804,1000,512.260374
441.956436,1000,571.524589
503.190319,1000,630.65419
428.49977,1000,689.922656
616.131815,1000,749.03662
605.12851,1000,808.228858
626.672881,1000,867.75429
649.8702,1000,926.964056
698.372094,1000,986.177189
758.823021,1000,1045.388226
718.241954,1000,1104.375959
718.278583,1000,1163.403423
866.594826,1000,1222.32746
795.227587,1000,1281.750955
812.862506,1000,1341.091258
796.476232,1000,1400.642903
810.600376,1000,1459.6537
831.344619,1000,1518.816865
713.063041,1000,1577.774205
827.83505,1000,1637.111233
773.446697,1000,1696.387928
806.405465,1000,1755.763104
819.100386,1000,1815.132441
815.02654,1000,1874.331752
936.705156,1000,1933.793452
934.130394,1000,1992.364974
904.565858,1000,2051.713057
845.801539,1000,2110.738107
870.029679,1000,2170.025342
664.1336,1000,2229.151552
922.082038,1000,2288.437397
907.017393,1000,2347.64463
850.344488,1000,2407.037169
779.281263,1000,2466.188527
917.25424,1000,2525.702148
797.657689,1000,2585.014882
945.485916,1000,2644.495213
920.081783,1000,2703.647301
955.714803,1000,2762.822319
945.251226,1000,2822.075299
904.874633,1000,2881.232775
897.496068,1000,2940.610415
834.711719,1000,2999.770351
792.522654,1000,3058.894289
823.01466,1000,3118.370681
945.478307,1000,3177.754377
850.226924,1000,3236.954005
917.886928,1000,3295.886065
756.921209,1000,3355.052103
757.558594,1000,3414.126107
913.500758,1000,3473.526878
839.668404,1000,3532.633932
924.841786,1000,3591.903455
854.030155,1000,3651.341447
945.963383,1000,3710.698416
852.940834,1000,3770.025025
796.485098,1000,3829.559446
915.219871,1000,3888.846292
909.564808,1000,3948.148559
825.490921,1000,4007.626368
865.40432,1000,4066.931055
851.462445,1000,4126.244854
909.843064,1000,4185.379786
945.010773,1000,4244.820632
880.799135,1000,4303.868702
894.364352,1000,4362.966149
931.012074,1000,4421.83657
929.40512,1000,4480.918432
944.769799,1000,4539.941672
879.357203,1000,4599.28568
924.226361,1000,4658.724653
966.758275,1000,4717.795191
793.404099,1000,4777.13483
928.013881,1000,4836.5558
873.172404,1000,4895.991141
956.291528,1000,4955.151369
937.727336,1000,5013.976649
945.946894,1000,5073.059475
937.391189,1000,5132.395055
886.73077,1000,5191.774422
912.419484,1000,5250.641288
905.843134,1000,5310.244142
958.291479,1000,5369.284436
924.395079,1000,5428.284267
932.72486,1000,5487.74439
816.528777,1000,5547.324862
912.023117,1000,5606.508212
753.592147,1000,5665.574903
952.660295,1000,5725.091405
860.968484,1000,5784.17038
774.874323,1000,5843.45047
819.591559,1000,5902.464409
933.923574,1000,5961.764788
943.151865,1000,6021.2449
935.917042,1000,6080.480477
920.261235,1000,6139.892202
891.481825,1000,6199.081434
954.228192,1000,6258.173967
899.792331,1000,6317.058779
938.130356,1000,6376.248996
842.41734,1000,6435.66629
855.968969,1000,6495.254255
937.840022,1000,6553.870078
807.311829,1000,6612.975565
866.650917,1000,6672.397471
918.271772,1000,6731.531984
914.1756,1000,6790.625588
871.652247,1000,6849.836811
902.292321,1000,6908.898344
951.043669,1000,6968.350958
939.232223,1000,7027.807431
852.447904,1000,7086.93204
817.209639,1000,7146.213414
851.836543,1000,7205.27397
853.347525,1000,7264.349432
889.597882,1000,7323.28336
896.274021,1000,7382.412039
