episode_reward,step,true_episode_reward
87.91037834375,32000,87.91037834375
87.91037834375,48000,87.91037834375
90.39073343749999,64000,90.39073343749999
90.39073343749999,80000,90.39073343749999
96.01697954166667,96000,96.01697954166667
96.01697954166667,112000,96.01697954166667
108.69095962,128000,108.69095962
108.69095962,144000,108.69095962
127.34265432000001,160000,127.34265432000001
127.34265432000001,176000,127.34265432000001
158.26509778000002,192000,158.26509778000002
158.26509778000002,208000,158.26509778000002
198.88366372999997,224000,198.88366372999997
198.88366372999997,240000,198.88366372999997
245.28551741000004,256000,245.28551741000004
245.28551741000004,272000,245.28551741000004
293.58202417,288000,293.58202417
293.58202417,304000,293.58202417
338.3569039,320000,338.3569039
338.3569039,336000,338.3569039
389.47369763,352000,389.47369763
389.47369763,368000,389.47369763
439.50709811,384000,439.50709811
439.50709811,400000,439.50709811
483.42297256,416000,483.42297256
483.42297256,432000,483.42297256
520.0629295800001,448000,520.0629295800001
520.0629295800001,464000,520.0629295800001
563.4391961800001,480000,563.4391961800001
563.4391961800001,496000,563.4391961800001
599.5286026499999,512000,599.5286026499999
599.5286026499999,528000,599.5286026499999
637.3200191799999,544000,637.3200191799999
637.3200191799999,560000,637.3200191799999
655.5191705399999,576000,655.5191705399999
655.5191705399999,592000,655.5191705399999
675.5527403500001,608000,675.5527403500001
675.5527403500001,624000,675.5527403500001
693.5277272999998,640000,693.5277272999998
693.5277272999998,656000,693.5277272999998
722.4303064100001,672000,722.4303064100001
722.4303064100001,688000,722.4303064100001
743.34482282,704000,743.34482282
743.34482282,720000,743.34482282
761.1040998800001,736000,761.1040998800001
761.1040998800001,752000,761.1040998800001
772.2361451599999,768000,772.2361451599999
772.2361451599999,784000,772.2361451599999
778.1558926499998,800000,778.1558926499998
778.1558926499998,816000,778.1558926499998
790.12398346,832000,790.12398346
790.12398346,848000,790.12398346
803.7534792499999,864000,803.7534792499999
803.7534792499999,880000,803.7534792499999
821.36074636,896000,821.36074636
821.36074636,912000,821.36074636
832.3389629400001,928000,832.3389629400001
832.3389629400001,944000,832.3389629400001
839.9063230200002,960000,839.9063230200002
839.9063230200002,976000,839.9063230200002
843.4915973900002,992000,843.4915973900002
843.4915973900002,1008000,843.4915973900002
847.05502052,1024000,847.05502052
847.05502052,1040000,847.05502052
858.3685309699998,1056000,858.3685309699998
858.3685309699998,1072000,858.3685309699998
864.8426177299999,1088000,864.8426177299999
864.8426177299999,1104000,864.8426177299999
874.28668465,1120000,874.28668465
874.28668465,1136000,874.28668465
873.0160744699997,1152000,873.0160744699997
873.0160744699997,1168000,873.0160744699997
869.17482403,1184000,869.17482403
869.17482403,1200000,869.17482403
871.89095958,1216000,871.89095958
871.89095958,1232000,871.89095958
871.6483836700002,1248000,871.6483836700002
871.6483836700002,1264000,871.6483836700002
877.9902356799998,1280000,877.9902356799998
877.9902356799998,1296000,877.9902356799998
878.1904176899999,1312000,878.1904176899999
878.1904176899999,1328000,878.1904176899999
873.3286264999999,1344000,873.3286264999999
873.3286264999999,1360000,873.3286264999999
874.3714111200002,1376000,874.3714111200002
874.3714111200002,1392000,874.3714111200002
879.54473756,1408000,879.54473756
879.54473756,1424000,879.54473756
882.21694315,1440000,882.21694315
882.21694315,1456000,882.21694315
884.6027503500002,1472000,884.6027503500002
884.6027503500002,1488000,884.6027503500002
887.2654788699999,1504000,887.2654788699999
887.2654788699999,1520000,887.2654788699999
889.60048221,1536000,889.60048221
889.60048221,1552000,889.60048221
891.9929928200003,1568000,891.9929928200003
891.9929928200003,1584000,891.9929928200003
891.91666941,1600000,891.91666941
891.91666941,1616000,891.91666941
895.0567098899999,1632000,895.0567098899999
895.0567098899999,1648000,895.0567098899999
892.1853252799999,1664000,892.1853252799999
892.1853252799999,1680000,892.1853252799999
895.1132042800001,1696000,895.1132042800001
895.1132042800001,1712000,895.1132042800001
898.5848496500003,1728000,898.5848496500003
898.5848496500003,1744000,898.5848496500003
904.37912448,1760000,904.37912448
904.37912448,1776000,904.37912448
903.60735002,1792000,903.60735002
903.60735002,1808000,903.60735002
894.92717146,1824000,894.92717146
894.92717146,1840000,894.92717146
889.1427068700001,1856000,889.1427068700001
889.1427068700001,1872000,889.1427068700001
889.54799525,1888000,889.54799525
889.54799525,1904000,889.54799525
897.1134382699998,1920000,897.1134382699998
897.1134382699998,1936000,897.1134382699998
900.58626755,1952000,900.58626755
900.58626755,1968000,900.58626755
899.9322598800001,1984000,899.9322598800001
899.9322598800001,2000000,899.9322598800001
900.07390019,2016000,900.07390019
900.07390019,2032000,900.07390019
897.7211543499999,2048000,897.7211543499999
897.7211543499999,2064000,897.7211543499999
900.9392229499998,2080000,900.9392229499998
900.9392229499998,2096000,900.9392229499998
901.3545327899999,2112000,901.3545327899999
901.3545327899999,2128000,901.3545327899999
902.9880120299999,2144000,902.9880120299999
902.9880120299999,2160000,902.9880120299999
891.5933918400001,2176000,891.5933918400001
891.5933918400001,2192000,891.5933918400001
887.7733035399998,2208000,887.7733035399998
887.7733035399998,2224000,887.7733035399998
888.21978384,2240000,888.21978384
888.21978384,2256000,888.21978384
897.5622303399999,2272000,897.5622303399999
897.5622303399999,2288000,897.5622303399999
904.3482794600001,2304000,904.3482794600001
904.3482794600001,2320000,904.3482794600001
908.3081951099999,2336000,908.3081951099999
908.3081951099999,2352000,908.3081951099999
906.4610540299999,2368000,906.4610540299999
906.4610540299999,2384000,906.4610540299999
905.3870374700001,2400000,905.3870374700001
905.3870374700001,2416000,905.3870374700001
903.5707874299999,2432000,903.5707874299999
903.5707874299999,2448000,903.5707874299999
907.7730753300001,2464000,907.7730753300001
907.7730753300001,2480000,907.7730753300001
908.1346930899999,2496000,908.1346930899999
908.1346930899999,2512000,908.1346930899999
910.26761672,2528000,910.26761672
910.26761672,2544000,910.26761672
902.68280995,2560000,902.68280995
902.68280995,2576000,902.68280995
900.2710188699999,2592000,900.2710188699999
900.2710188699999,2608000,900.2710188699999
894.43655266,2624000,894.43655266
894.43655266,2640000,894.43655266
896.05518501,2656000,896.05518501
896.05518501,2672000,896.05518501
894.0444914000001,2688000,894.0444914000001
894.0444914000001,2704000,894.0444914000001
899.9825479999998,2720000,899.9825479999998
899.9825479999998,2736000,899.9825479999998
907.7108386799998,2752000,907.7108386799998
907.7108386799998,2768000,907.7108386799998
910.4448038900002,2784000,910.4448038900002
910.4448038900002,2800000,910.4448038900002
905.6338650800001,2816000,905.6338650800001
905.6338650800001,2832000,905.6338650800001
903.4114026899999,2848000,903.4114026899999
903.4114026899999,2864000,903.4114026899999
898.8096731699999,2880000,898.8096731699999
898.8096731699999,2896000,898.8096731699999
891.88219205,2912000,891.88219205
891.88219205,2928000,891.88219205
891.0897691299999,2944000,891.0897691299999
891.0897691299999,2960000,891.0897691299999
897.2858297100001,2976000,897.2858297100001
897.2858297100001,2992000,897.2858297100001
902.83604581,3008000,902.83604581
902.83604581,3024000,902.83604581
901.4094999299999,3040000,901.4094999299999
901.4094999299999,3056000,901.4094999299999
898.0924954599999,3072000,898.0924954599999
898.0924954599999,3088000,898.0924954599999
895.92377012,3104000,895.92377012
895.92377012,3120000,895.92377012
897.59985568,3136000,897.59985568
897.59985568,3152000,897.59985568
895.1276755599997,3168000,895.1276755599997
895.1276755599997,3184000,895.1276755599997
888.8376296000001,3200000,888.8376296000001
888.8376296000001,3216000,888.8376296000001
880.7793545399999,3232000,880.7793545399999
880.7793545399999,3248000,880.7793545399999
878.3938846100001,3264000,878.3938846100001
878.3938846100001,3280000,878.3938846100001
881.1104979799999,3296000,881.1104979799999
881.1104979799999,3312000,881.1104979799999
890.3100221999999,3328000,890.3100221999999
890.3100221999999,3344000,890.3100221999999
901.1254154000001,3360000,901.1254154000001
901.1254154000001,3376000,901.1254154000001
902.71958767,3392000,902.71958767
902.71958767,3408000,902.71958767
897.76205583,3424000,897.76205583
897.76205583,3440000,897.76205583
895.4552001499999,3456000,895.4552001499999
895.4552001499999,3472000,895.4552001499999
900.3599811500001,3488000,900.3599811500001
900.3599811500001,3504000,900.3599811500001
899.37340288,3520000,899.37340288
899.37340288,3536000,899.37340288
895.4445265200002,3552000,895.4445265200002
895.4445265200002,3568000,895.4445265200002
888.0466445100001,3584000,888.0466445100001
888.0466445100001,3600000,888.0466445100001
881.3754895500001,3616000,881.3754895500001
881.3754895500001,3632000,881.3754895500001
