#{"t_start": 1634628270.3647604, "env_id": "dmc_walker_walk_45135-v1"}
r,l,t
81.504873,1000,41.313189
59.180912,1000,100.409138
78.409909,1000,159.497533
98.499667,1000,218.410983
66.554521,1000,277.591825
172.529735,1000,336.789487
249.299735,1000,395.944634
309.955233,1000,455.222232
275.687737,1000,514.530902
364.869747,1000,573.518518
478.113413,1000,632.199732
496.425928,1000,691.413587
498.663969,1000,750.303447
547.630209,1000,809.273436
462.064903,1000,868.678689
608.431371,1000,927.793364
623.582141,1000,986.806697
765.48998,1000,1045.885212
664.24011,1000,1105.075449
768.36484,1000,1163.953156
691.734832,1000,1223.35134
793.995123,1000,1282.756607
784.885729,1000,1341.799897
748.861495,1000,1400.973889
850.949717,1000,1459.859772
787.611338,1000,1518.998376
770.214063,1000,1578.176659
832.205911,1000,1637.241426
826.64757,1000,1696.2899
812.355678,1000,1755.445438
753.205794,1000,1814.600519
886.325616,1000,1873.693433
714.619566,1000,1932.605941
819.969724,1000,1991.736832
820.789024,1000,2050.622383
797.916638,1000,2109.709504
857.008944,1000,2169.000349
817.78021,1000,2228.124732
776.001774,1000,2287.272605
845.04731,1000,2346.655784
901.532761,1000,2405.796234
842.529356,1000,2464.741641
880.763477,1000,2523.666483
841.307926,1000,2582.548592
913.688048,1000,2641.326755
799.631951,1000,2700.372184
798.844036,1000,2759.694442
893.927576,1000,2818.701063
803.556118,1000,2877.841597
852.879608,1000,2937.043676
809.770275,1000,2996.251203
870.711301,1000,3055.480596
882.591932,1000,3114.056634
861.434753,1000,3173.005416
849.363867,1000,3232.377505
806.167298,1000,3291.080771
843.089553,1000,3350.456533
841.403581,1000,3409.579649
784.079602,1000,3468.838408
785.620071,1000,3528.064451
858.802231,1000,3587.110065
927.011266,1000,3646.293431
863.012865,1000,3705.57113
874.464617,1000,3764.459371
883.215436,1000,3823.351341
825.801846,1000,3882.357829
905.452313,1000,3941.286537
910.045744,1000,4000.662643
887.330948,1000,4060.356233
907.428339,1000,4119.660183
858.494876,1000,4178.929394
904.132427,1000,4238.163202
698.670267,1000,4297.53157
905.82495,1000,4357.178936
840.968996,1000,4416.650012
915.746155,1000,4476.201976
900.095091,1000,4535.125442
848.988807,1000,4594.398909
844.578319,1000,4653.763762
877.461175,1000,4713.082176
930.171996,1000,4771.881663
634.103255,1000,4830.874015
863.751955,1000,4890.37146
932.959239,1000,4949.572453
830.066508,1000,5008.856137
883.992659,1000,5068.090853
867.418463,1000,5126.847528
823.236324,1000,5186.094464
831.865188,1000,5245.198756
847.223835,1000,5304.297424
821.325214,1000,5363.537737
900.115257,1000,5422.717671
726.594442,1000,5482.013521
842.813998,1000,5541.234521
881.409369,1000,5600.41624
863.457197,1000,5659.610742
846.066321,1000,5718.935973
790.716601,1000,5778.041198
832.852644,1000,5837.308962
920.180223,1000,5896.710583
826.183178,1000,5955.775614
880.830438,1000,6015.095221
861.33497,1000,6074.500722
722.330303,1000,6133.879534
865.751622,1000,6193.595312
844.291709,1000,6252.728851
898.721445,1000,6312.065259
785.177041,1000,6371.165169
871.878811,1000,6430.526216
929.550027,1000,6489.911008
33.984286,1000,6549.242795
869.052325,1000,6608.548291
869.481137,1000,6667.543132
897.42514,1000,6726.992126
895.547544,1000,6786.15273
868.002851,1000,6845.361252
847.566252,1000,6904.652433
899.270835,1000,6964.145256
857.256405,1000,7023.470055
761.939819,1000,7082.81877
791.508907,1000,7141.940973
906.122617,1000,7201.196919
894.305661,1000,7260.56323
795.627448,1000,7319.893573
17.86819,1000,7379.311377
