#{"t_start": 1634628269.5438936, "env_id": "dmc_walker_walk_45128-v1"}
r,l,t
107.423446,1000,42.125531
63.670573,1000,101.221827
68.345194,1000,160.3104
113.691954,1000,219.223727
161.158043,1000,278.4042
212.295622,1000,337.601909
190.378999,1000,396.757224
254.448158,1000,456.034682
324.667832,1000,515.343508
349.484029,1000,574.331045
439.546263,1000,633.012155
514.201814,1000,692.226064
442.28231,1000,751.116019
617.389006,1000,810.085845
599.444396,1000,869.491404
616.680247,1000,928.606024
453.485529,1000,987.619191
707.032798,1000,1046.69787
724.984558,1000,1105.888186
748.135576,1000,1164.765816
771.862916,1000,1224.163634
753.237935,1000,1283.569182
656.875478,1000,1342.612594
836.44398,1000,1401.786427
782.471893,1000,1460.672292
830.481197,1000,1519.81091
796.802874,1000,1578.989081
786.146584,1000,1638.053922
775.102944,1000,1697.102362
834.381007,1000,1756.257964
763.802884,1000,1815.413088
870.308967,1000,1874.505999
772.253999,1000,1933.418492
762.027831,1000,1992.549462
829.88347,1000,2051.434887
712.876044,1000,2110.521842
828.484356,1000,2169.812525
902.424211,1000,2228.937351
909.220859,1000,2288.084783
883.933681,1000,2347.467945
810.437946,1000,2406.608727
859.575511,1000,2465.553834
885.820698,1000,2524.478925
878.843009,1000,2583.361016
887.312535,1000,2642.139465
769.520589,1000,2701.184694
861.315525,1000,2760.507009
932.399872,1000,2819.513694
932.808424,1000,2878.653875
816.08923,1000,2937.856141
882.631224,1000,2997.063715
770.22559,1000,3056.293082
859.583384,1000,3114.869129
880.518154,1000,3173.81782
871.043345,1000,3233.189874
735.74674,1000,3291.893209
738.312715,1000,3351.268621
822.537674,1000,3410.392113
840.828343,1000,3469.650821
895.725621,1000,3528.876818
922.65045,1000,3587.922658
836.754936,1000,3647.105947
844.278403,1000,3706.38329
845.952067,1000,3765.271939
893.25689,1000,3824.163687
842.115124,1000,3883.170416
924.25863,1000,3942.099048
840.876661,1000,4001.474962
923.85296,1000,4061.168665
899.342085,1000,4120.472465
863.002737,1000,4179.741621
893.505195,1000,4238.975519
896.719773,1000,4298.343972
853.839651,1000,4357.991079
819.251918,1000,4417.462436
905.715543,1000,4477.014325
854.861796,1000,4535.937927
933.479737,1000,4595.211351
865.284567,1000,4654.576067
845.384004,1000,4713.894406
850.733713,1000,4772.694105
903.917344,1000,4831.686458
902.459921,1000,4891.183797
852.347548,1000,4950.384821
808.539057,1000,5009.668526
896.558936,1000,5068.903307
880.019156,1000,5127.660073
782.906148,1000,5186.906892
866.297882,1000,5246.01118
893.204274,1000,5305.109853
827.364179,1000,5364.350055
760.409219,1000,5423.530213
811.303372,1000,5482.825917
897.614125,1000,5542.046892
689.452219,1000,5601.22873
880.74076,1000,5660.423215
840.015278,1000,5719.748404
886.79201,1000,5778.853633
838.704709,1000,5838.121319
855.939175,1000,5897.522842
875.363273,1000,5956.588018
895.599328,1000,6015.907487
850.406977,1000,6075.313131
864.783456,1000,6134.691873
919.495962,1000,6194.407654
846.820508,1000,6253.541245
825.982291,1000,6312.877572
724.175256,1000,6371.977618
900.130437,1000,6431.338505
895.630541,1000,6490.723514
883.603892,1000,6550.055218
765.076146,1000,6609.360559
922.445731,1000,6668.355372
900.420758,1000,6727.804402
426.635955,1000,6786.965341
751.305958,1000,6846.173745
884.651582,1000,6905.464635
907.060228,1000,6964.957681
881.152578,1000,7024.281994
899.151838,1000,7083.631061
875.295282,1000,7142.753145
892.270998,1000,7202.009287
913.627318,1000,7261.375689
874.353272,1000,7320.705804
926.849552,1000,7380.123616
