episode_reward,step,true_episode_reward
78.02071906249999,32000,78.02071906249999
78.02071906249999,48000,78.02071906249999
83.55891503125,64000,83.55891503125
83.55891503125,80000,83.55891503125
89.09984684375,96000,89.09984684375
89.09984684375,112000,89.09984684375
103.10679966,128000,103.10679966
103.10679966,144000,103.10679966
120.20301445,160000,120.20301445
120.20301445,176000,120.20301445
149.22360486,192000,149.22360486
149.22360486,208000,149.22360486
177.05904229000004,224000,177.05904229000004
177.05904229000004,240000,177.05904229000004
217.36221023000002,256000,217.36221023000002
217.36221023000002,272000,217.36221023000002
258.39622072,288000,258.39622072
258.39622072,304000,258.39622072
304.86838573,320000,304.86838573
304.86838573,336000,304.86838573
363.94119362,352000,363.94119362
363.94119362,368000,363.94119362
412.29019805999997,384000,412.29019805999997
412.29019805999997,400000,412.29019805999997
458.01512896,416000,458.01512896
458.01512896,432000,458.01512896
503.5373528300001,448000,503.5373528300001
503.5373528300001,464000,503.5373528300001
539.14698341,480000,539.14698341
539.14698341,496000,539.14698341
579.7395932,512000,579.7395932
579.7395932,528000,579.7395932
607.4207664999999,544000,607.4207664999999
607.4207664999999,560000,607.4207664999999
641.1735704600001,576000,641.1735704600001
641.1735704600001,592000,641.1735704600001
669.7392626599999,608000,669.7392626599999
669.7392626599999,624000,669.7392626599999
694.3648176299998,640000,694.3648176299998
694.3648176299998,656000,694.3648176299998
715.07564142,672000,715.07564142
715.07564142,688000,715.07564142
734.2279223499999,704000,734.2279223499999
734.2279223499999,720000,734.2279223499999
750.15396061,736000,750.15396061
750.15396061,752000,750.15396061
758.97066592,768000,758.97066592
758.97066592,784000,758.97066592
768.4022223699999,800000,768.4022223699999
768.4022223699999,816000,768.4022223699999
776.84884211,832000,776.84884211
776.84884211,848000,776.84884211
780.9424144599999,864000,780.9424144599999
780.9424144599999,880000,780.9424144599999
784.2437369,896000,784.2437369
784.2437369,912000,784.2437369
791.4042103899999,928000,791.4042103899999
791.4042103899999,944000,791.4042103899999
800.1427906499999,960000,800.1427906499999
800.1427906499999,976000,800.1427906499999
806.0492517000001,992000,806.0492517000001
806.0492517000001,1008000,806.0492517000001
810.7474990099998,1024000,810.7474990099998
810.7474990099998,1040000,810.7474990099998
807.3691472900001,1056000,807.3691472900001
807.3691472900001,1072000,807.3691472900001
812.33822149,1088000,812.33822149
812.33822149,1104000,812.33822149
815.1523491199998,1120000,815.1523491199998
815.1523491199998,1136000,815.1523491199998
815.88348342,1152000,815.88348342
815.88348342,1168000,815.88348342
815.5185129500002,1184000,815.5185129500002
815.5185129500002,1200000,815.5185129500002
822.4721480599999,1216000,822.4721480599999
822.4721480599999,1232000,822.4721480599999
831.1674107399998,1248000,831.1674107399998
831.1674107399998,1264000,831.1674107399998
844.58373884,1280000,844.58373884
844.58373884,1296000,844.58373884
844.36503197,1312000,844.36503197
844.36503197,1328000,844.36503197
848.2018300200001,1344000,848.2018300200001
848.2018300200001,1360000,848.2018300200001
846.8022253600002,1376000,846.8022253600002
846.8022253600002,1392000,846.8022253600002
847.58517342,1408000,847.58517342
847.58517342,1424000,847.58517342
843.1210264000001,1440000,843.1210264000001
843.1210264000001,1456000,843.1210264000001
844.53241013,1472000,844.53241013
844.53241013,1488000,844.53241013
843.8898943400001,1504000,843.8898943400001
843.8898943400001,1520000,843.8898943400001
846.83090185,1536000,846.83090185
846.83090185,1552000,846.83090185
851.6035490299998,1568000,851.6035490299998
851.6035490299998,1584000,851.6035490299998
856.6123083200001,1600000,856.6123083200001
856.6123083200001,1616000,856.6123083200001
850.62737396,1632000,850.62737396
850.62737396,1648000,850.62737396
843.32333916,1664000,843.32333916
843.32333916,1680000,843.32333916
847.2013206200002,1696000,847.2013206200002
847.2013206200002,1712000,847.2013206200002
845.0305238799998,1728000,845.0305238799998
845.0305238799998,1744000,845.0305238799998
849.8475524099999,1760000,849.8475524099999
849.8475524099999,1776000,849.8475524099999
849.4390943499999,1792000,849.4390943499999
849.4390943499999,1808000,849.4390943499999
849.35582423,1824000,849.35582423
849.35582423,1840000,849.35582423
851.1251574,1856000,851.1251574
851.1251574,1872000,851.1251574
847.07808939,1888000,847.07808939
847.07808939,1904000,847.07808939
848.6970597500002,1920000,848.6970597500002
848.6970597500002,1936000,848.6970597500002
853.5382462900001,1952000,853.5382462900001
853.5382462900001,1968000,853.5382462900001
849.8547195000001,1984000,849.8547195000001
849.8547195000001,2000000,849.8547195000001
849.7990797399999,2016000,849.7990797399999
849.7990797399999,2032000,849.7990797399999
848.5823105899998,2048000,848.5823105899998
848.5823105899998,2064000,848.5823105899998
851.77344819,2080000,851.77344819
851.77344819,2096000,851.77344819
851.4737607100001,2112000,851.4737607100001
851.4737607100001,2128000,851.4737607100001
852.79769953,2144000,852.79769953
852.79769953,2160000,852.79769953
857.95619056,2176000,857.95619056
857.95619056,2192000,857.95619056
861.8433327499998,2208000,861.8433327499998
861.8433327499998,2224000,861.8433327499998
864.1968617799998,2240000,864.1968617799998
864.1968617799998,2256000,864.1968617799998
859.98553622,2272000,859.98553622
859.98553622,2288000,859.98553622
850.7435808399999,2304000,850.7435808399999
850.7435808399999,2320000,850.7435808399999
847.7503982799999,2336000,847.7503982799999
847.7503982799999,2352000,847.7503982799999
842.8491301899999,2368000,842.8491301899999
842.8491301899999,2384000,842.8491301899999
846.57984394,2400000,846.57984394
846.57984394,2416000,846.57984394
852.6032708899999,2432000,852.6032708899999
852.6032708899999,2448000,852.6032708899999
855.7751096799999,2464000,855.7751096799999
855.7751096799999,2480000,855.7751096799999
856.0990026800001,2496000,856.0990026800001
856.0990026800001,2512000,856.0990026800001
856.8420466299999,2528000,856.8420466299999
856.8420466299999,2544000,856.8420466299999
858.9915526299999,2560000,858.9915526299999
858.9915526299999,2576000,858.9915526299999
856.5443012000001,2592000,856.5443012000001
856.5443012000001,2608000,856.5443012000001
850.4022972099999,2624000,850.4022972099999
850.4022972099999,2640000,850.4022972099999
852.2369474300001,2656000,852.2369474300001
852.2369474300001,2672000,852.2369474300001
848.06251396,2688000,848.06251396
848.06251396,2704000,848.06251396
848.4092644800002,2720000,848.4092644800002
848.4092644800002,2736000,848.4092644800002
845.2614390400001,2752000,845.2614390400001
845.2614390400001,2768000,845.2614390400001
845.90872564,2784000,845.90872564
845.90872564,2800000,845.90872564
851.42136052,2816000,851.42136052
851.42136052,2832000,851.42136052
