actor_entropy,actor_loss,actor_target_entropy,alpha_loss,alpha_value,batch_reward,critic_entropy,critic_entropy_max,critic_entropy_min,critic_loss,critic_norm_entropy,critic_norm_entropy_max,critic_norm_entropy_min,duration,episode,episode_reward,labeled_feedback,step,total_feedback,true_episode_reward
7.459349272934882,-6.043425754160136,-12.0,1.8516582417655159,0.09515622141095134,-0.014714036479003139,18.233631468153334,222.4898418850369,13.347603075258487,0.3888834373535098,1.8220409033176777,22.02107558379302,1.3331861998345163,146.78742146492004,2.0,-14.367164606126607,0.0,2000,0.0,9.76913348378337
5.941661758899689,-11.380993264198302,-12.0,1.5554298676252365,0.0865989212244749,-0.014955500614829361,18.106081748962403,177.43376079940796,11.761745212554931,0.10233774215355515,1.9166216127872466,18.73161280465126,1.2450519108772278,156.20150089263916,3.0,-15.5227411298074,0.0,3000,0.0,3.266533261661658
2.914260749101639,-17.6681466550827,-12.0,1.18799914008379,0.07953723587095737,-0.014665987564250827,18.555682235717775,177.66385446548463,10.91706893825531,0.18026437723636626,2.101150092601776,20.112578830718995,1.2362089623212815,184.7310082912445,4.0,-13.717337030868293,0.0,4000,0.0,9.78438964408467
0.11916852366924285,-24.479127965927123,-12.0,0.8932224223017693,0.0736351087987423,-0.013516158101148904,18.90335655975342,157.60049505996705,9.261747457504272,0.2042208918184042,2.2207818496227265,18.508845697879792,1.0881239226460457,157.72237515449524,5.0,-12.46594523814565,0.0,5000,0.0,6.952717742709854
-0.24916382125392555,-31.168088472366332,-12.0,0.800268602669239,0.06810801049321889,-0.012989250325597822,18.972467483520507,156.35024234390258,4.42642053514719,0.3420702529102564,2.2989715459346773,18.9398200378418,0.5365686900839209,192.86535668373108,6.0,-9.008198138988519,0.0,6000,0.0,3.2408929986602457
-1.2487699990794063,-37.87785739898682,-12.0,0.6747682122588158,0.06269495609402656,-0.013526345372200013,19.0137160320282,143.62259311676024,4.629307790100574,0.3629572461396456,2.365150001525879,17.860843458652496,0.5762895805984736,204.27488541603088,7.0,-14.33719513165488,0.0,7000,0.0,5.828019443946851
-3.189188141107559,-44.68549182510376,-12.0,0.511552693516016,0.05798855607584119,-0.014055174375884235,19.024075534820557,128.2812772064209,4.163024270176887,0.4506626674234867,2.4310756590366362,16.389489277362824,0.5321413997076452,199.31245470046997,8.0,-17.110377096381853,0.0,8000,0.0,18.801370753201834
-4.458165563583374,-51.42826476669312,-12.0,0.40627753576636316,0.05384522214159369,-0.014003553982824088,18.97030382537842,123.76299116897583,4.395183538287878,0.6328585512638092,2.490075339078903,16.245584807395936,0.5767240964248777,231.83379554748535,9.0,-16.075956923217745,0.0,9000,0.0,21.49428023198738
-4.877435683250427,-57.984377460479735,-12.0,0.3550651584267616,0.04983317656442523,-0.014045792140997946,18.865990385055543,120.5662476158142,4.127396241277456,0.8369408776164055,2.533543478012085,16.18452950334549,0.5543856691978872,248.00791573524475,10.0,-12.925942769863468,0.0,10000,0.0,12.5551450997862
7.281448393821717,-0.8076835153400898,-12.0,0.8430533955693245,0.043759043466299774,-0.02637674466893077,0.0,0.0,0.0,0.022215755340177567,0.0,0.0,0.0,197.49117398262024,11.0,-15.044761364794482,0.0,11000,0.0,6.5720462221930305
